Rank,Author,Title,Citations,Year,Source,cit/year
164,"Li, X Liang, Y Lu, N Zhao, J Tang",RGB-T object tracking: Benchmark and baseline,82,2019,https://www.sciencedirect.com/science/article/pii/S0031320319302808?casa_token=FjRZb8EB2mYAAAAA:vHlltVAugIB6uR-u1BbzAt-ywmWV_6HzTcQMeZ-AAk4Xr8lcp_ghsxqkP43Gfvm5XqUVpbt3OC4,27
277,"Chen, C Tay, C Laugier…",Dynamic environment modeling with gridmap: a multiple-object tracking application,81,2006,https://ieeexplore.ieee.org/abstract/document/4150365/?casa_token=h3Qa_PObuFYAAAAA:dO4ZyjhaSsWo1qgEAe_EslmcIuKxIwCgX-KJfI6AtUTCjtVWDG18a7Z12pyIgeqbK2_yHvk6cxg,5
220,"Sharma, JA Ansari, JK Murthy…",Beyond pixels: Leveraging geometry and shape cues for online multi-object tracking,81,2018,https://ieeexplore.ieee.org/abstract/document/8461018/?casa_token=NAx9NKUJTkcAAAAA:XW0N8BZIgdH0HQqMlHQggbwZP2ciO8cqmRS1AX16rsb8Jy1eO0iKu6Z7-eQyG-FWhJGQ-jO2rBg,20
132," Fehd, AE Seiffert",Looking at the center of the targets helps multiple object tracking,80,2010,https://jov.arvojournals.org/article.aspx?articleid=2121124,7
257,"Tsagkatakis, A Savakis",Online distance metric learning for object tracking,80,2011,https://ieeexplore.ieee.org/abstract/document/5740320/?casa_token=qR9JFVXjmJ8AAAAA:PFv9ueWxZplzXKnq67_vtFwf0cIUiXaPPSfZP7okwIxoVhawCyPOIy03X5Y0TTzuPw5pKBw_9yE,7
328," Trick, T Perl, N Sethi",Age-related differences in multiple-object tracking,79,2005,https://academic.oup.com/psychsocgerontology/article-abstract/60/2/P102/546696,5
255," Salmond, NJ Gordon",Group and extended object tracking,79,1999,https://digital-library.theiet.org/content/conferences/10.1049/ic_19990517,3
87," Sun, N Akhtar, HS Song, A Mian…",Deep affinity network for multiple object tracking,79,2019,https://ieeexplore.ieee.org/abstract/document/8766896/?casa_token=jga_RusQGXMAAAAA:hpLJjG9pf5NT8JXBq86bC-1ohHg49Ue479SUH41LejZQnUbasEKtkbaEG6h1Y5smmllnJt9DmZE,26
281,"Belagiannis, F Schubert, N Navab, S Ilic",Segmentation based particle filtering for real-time 2d object tracking,78,2012,https://link.springer.com/chapter/10.1007/978-3-642-33765-9_60,8
161,"Chu, H Ling","Famnet: Joint learning of feature, affinity and multi-dimensional assignment for online multiple object tracking",78,2019,http://openaccess.thecvf.com/content_ICCV_2019/html/Chu_FAMNet_Joint_Learning_of_Feature_Affinity_and_Multi-Dimensional_Assignment_for_ICCV_2019_paper.html,26
65,"Xiao, H Lu, D Wang",L2-RLS-based object tracking,77,2013,https://ieeexplore.ieee.org/abstract/document/6668919/?casa_token=n-lLeigzw-oAAAAA:EZCotLsScWh6yqlstTrZ7KBBTZpb9ABy-dDquvEDMAT0uNzln7RbSfyAoao_DuxkVm6Fa6xFfJc,9
286," Mazinan, A Ami","Applying mean shift, motion information and Kalman filtering approaches to object tracking",77,2012,https://www.sciencedirect.com/science/article/pii/S0019057812000250?casa_token=bXHW1hDqK20AAAAA:D3mmpRNY2pJzLGVQtr6ctOiuX6qfXf4Zc_lUnDuar97ZXZJWXEIBpc5XKcoBBipM23MTBX10gD4,8
268,"Guler, JA Silverstein…",Stationary objects in multiple object tracking,76,2007,https://ieeexplore.ieee.org/abstract/document/4425318/?casa_token=EEVe29lDupYAAAAA:i3yDHKbuJr6-wKTZLjTacC0-mFOcegSarwrHJCMPSWDAaIROsBhIV1S2mv7on-xc0svk8XWXBf0,5
50,"Deori, DM Thounaojam",A survey on moving object tracking in video,72,2014,https://www.academia.edu/download/35990767/3314ijit04.pdf,9
176,Nebehay,Robust object tracking based on tracking-learning-detection,72,2012,https://www.gnebehay.com/publications/master_thesis/master_thesis.pdf,7
198,"Yang, J Cao, W Zhu, S Tang",Accurate and efficient object tracking based on passive RFID,71,2015,https://ieeexplore.ieee.org/abstract/document/7008512/?casa_token=o9r3WUThuQUAAAAA:sjWNDGxqeas8_SACPJcSL4gRN9Qsv8RvySOI4SMsq-fm94YyntAXyIluYu22VpBRufeznWQI5wQ,10
192,"Koubâa, B Qureshi",Dronetrack: Cloud-based real-time object tracking using unmanned aerial vehicles over the internet,70,2018,https://ieeexplore.ieee.org/abstract/document/8306379/,18
123,"Liu, G Liu, H Zhou",A robust parallel object tracking method for illumination variations,70,2019,https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s11036-018-1134-8&casa_token=sho0_8a066wAAAAA:H3d_wnZha2-8kZD3AJFuRyvBQCT_ERm3jeEfOM3vC0M4M3CL6Nch3vQFw8iSkXBUsKT2M4oCwW4vdFE8yIw,23
79," Jalal, V Singh",The state-of-the-art in visual object tracking,69,2012,http://www.informatica.si/ojs-2.4.3/index.php/informatica/article/viewFile/405/408,7
73,"Li, B Chen, W Ouyang, D Wang…",Gradnet: Gradient-guided network for visual object tracking,68,2019,http://openaccess.thecvf.com/content_ICCV_2019/html/Li_GradNet_Gradient-Guided_Network_for_Visual_Object_Tracking_ICCV_2019_paper.html,23
316,"Scheidegger, J Benjaminsson…",Mono-camera 3d multi-object tracking using deep learning detections and pmbm filtering,67,2018,https://ieeexplore.ieee.org/abstract/document/8500454/?casa_token=RcINbz9T1CYAAAAA:or5Mz2oqQ_JemYND4dK5wEj6pbt7TptS0Iy8IutQgB3Qzfzi7yADsgBtr_z6aiUJKs8PapXSqKw,17
284,"Loza, L Mihaylova, N Canagarajah…",Structural similarity-based object tracking in video sequences,66,2006,https://ieeexplore.ieee.org/abstract/document/4085860/?casa_token=HpMtnu_GKHkAAAAA:6YaHAekJscU1kiVtEBFk-EAgReAUvMyjdN7VO_0IwuxCaxtLYSUF-UTzXeUlX9yU0JcbMMuQDx0,4
147,"Wang, Y Wang, H Zhang, R Gu…",Exploit the connectivity: Multi-object tracking with trackletnet,66,2019,https://dl.acm.org/doi/abs/10.1145/3343031.3350853,22
151,"Chen, H Ai, C Shang, Z Zhuang…",Online multi-object tracking with convolutional neural networks,65,2017,https://ieeexplore.ieee.org/abstract/document/8296360/?casa_token=d7w0sxTFaGEAAAAA:K08iP1Qn3z9XC6VioSyEIylITtq2Suo_n5y9dpPBnnieT21AYnVgBa83vVCwJusKIR_kywC2lxo,13
269,"Prokaj, M Duchaineau…",Inferring tracklets for multi-object tracking,65,2011,https://ieeexplore.ieee.org/abstract/document/5981753/?casa_token=6Tz3IRItLygAAAAA:IJI8NfpepWiSq-2YSPP46OqG7ZeTjc7zsto50gUlEdGA10H2w_OuMDUVil1H25VUnfWYkXvHD3A,6
219,"Wang, C Luo, Z Xiong…",Spm-tracker: Series-parallel matching for real-time visual object tracking,64,2019,http://openaccess.thecvf.com/content_CVPR_2019/html/Wang_SPM-Tracker_Series-Parallel_Matching_for_Real-Time_Visual_Object_Tracking_CVPR_2019_paper.html,21
170,"Feng, Z Hu, W Wu, J Yan, W Ouyang",Multi-object tracking with multiple cues and switcher-aware classification,64,2019,https://arxiv.org/abs/1901.06129,21
61,"Wang, L Zheng, Y Liu, S Wang",Towards real-time multi-object tracking,63,2019,https://link.springer.com/content/pdf/10.1007/978-3-030-58621-8_7.pdf,21
167,"Zhou, L Xie, P Zhang, Y Zhang",An ensemble of deep neural networks for object tracking,62,2014,https://ieeexplore.ieee.org/abstract/document/7025169/?casa_token=l4U4S5EPi0YAAAAA:_Po0Th1d5V4bBU5VxD_SJ_4QDUj1rcDpRLK3JLd2o9EYR7WjNA_Vjz__3CSHK0dLcfmDpgmyPaw,8
88,"Bochinski, T Senst, T Sikora",Extending IOU based multi-object tracking by visual information,59,2018,https://ieeexplore.ieee.org/abstract/document/8639144/?casa_token=7wTk3qVlsZQAAAAA:dssANMk0RzJqD7WnDtvOD8zDDCY1NXqOj3jvtlCvFIBOlDNCSCjcDq4-ZAkrkdEIGB5c9gfdTcM,15
185,"Meng, JP Kerekes",Object tracking using high resolution satellite imagery,58,2012,https://ieeexplore.ieee.org/abstract/document/6125999/?casa_token=6z--M_Obh5cAAAAA:8B7ZNIO-g9a1UsUvJv_VsirQcu2CaZ_gZU6IeTtfIl1jz7hPQqZR6KcrpzQqqpxe0rluDs_SmWE,6
317," Gao, XH He, DS Luo, J Jiang, QZ Teng",Object tracking using firefly algorithm,57,2013,https://digital-library.theiet.org/content/journals/10.1049/iet-cvi.2012.0207,6
325,"Hirscher, A Scheel, S Reuter…",Multiple extended object tracking using Gaussian processes,57,2016,https://ieeexplore.ieee.org/abstract/document/7527978/,10
282,"Liu, L Lin, S Yan, H Jin…",Adaptive object tracking by learning hybrid template online,54,2011,https://ieeexplore.ieee.org/abstract/document/5733399/?casa_token=Zims5vlXBhEAAAAA:6XVS0Uf8UA1GHF8kRjiJ4uozTZ1Kujnyci79bKd8qdfV5a7kDRdEfsPtRzo7wTg0aJMHVvhY9nw,5
291,"Lan, M Ye, S Zhang, H Zhou, PC Yuen",Modality-correlation-aware sparse representation for RGB-infrared object tracking,54,2020,https://www.sciencedirect.com/science/article/pii/S0167865518307633?casa_token=7_-kVcWY91kAAAAA:upSCMRhC5fJETKlON0domvq0bAEqqqyxQaDbzd_1lcJhZRiis6A-OYOVnaK-eZO4DHe0mwQN6kQ,27
259," Maresca, A Petrosino",Clustering local motion estimates for robust and efficient object tracking,54,2014,https://link.springer.com/chapter/10.1007/978-3-319-16181-5_17,7
244,"Xu, Y Cao, Z Zhang, H Hu",Spatial-temporal relation networks for multi-object tracking,53,2019,http://openaccess.thecvf.com/content_ICCV_2019/html/Xu_Spatial-Temporal_Relation_Networks_for_Multi-Object_Tracking_ICCV_2019_paper.html,18
258,"Miao, G Wang, C Shi, X Lin, Z Ruan",A new framework for on-line object tracking based on SURF,53,2011,https://www.sciencedirect.com/science/article/pii/S0167865511001619?casa_token=dMQ37vjU-YsAAAAA:bqLZDUU_UGaz5uvmfCjYDw160EeVjydTbZi-k6SaSe7I5onysFvglzvPyitqiHB4YPW2sjHH2JU,5
289,"Sheng, Y Zhang, J Chen, Z Xiong…",Heterogeneous association graph fusion for target association in multiple object tracking,52,2018,https://ieeexplore.ieee.org/abstract/document/8540450/,13
197," Meyerhoff, F Papenmeier, M Huff",Studying visual attention using the multiple object tracking paradigm: A tutorial review,51,2017,https://link.springer.com/article/10.3758/s13414-017-1338-1,10
83,"Weng, K Kitani",A baseline for 3d multi-object tracking,50,2019,https://arxiv.org/abs/1907.03961,17
262,"Nussberger, H Grabner…",Aerial object tracking from an airborne platform,50,2014,https://ieeexplore.ieee.org/abstract/document/6842386/?casa_token=fvb489-atVgAAAAA:bIkgGqIqk6WFdGeOAC-fHusA4xlGqveX1sBjpMuKR2Dw2oBd4vd2NRqsoD0NOJTfXYv6thFeItU,6
70," Walia, R Kapoor",Recent advances on multicue object tracking: a survey,49,2016,https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/content/pdf/10.1007/s10462-015-9454-6.pdf&casa_token=mADD1Ph4gCkAAAAA:Iw7OlJ29yS99nKD7gRxxJOKCcqyCdMTYgt-2rgNcYQMXdXBnSvlyt4rWVcMTZJCVBY3zRKeztS5wxNDG3Iw,8
96," Balaji, S Karthikeyan",A survey on moving object tracking using image processing,47,2017,https://ieeexplore.ieee.org/abstract/document/7856037/?casa_token=VdmAU30LaFcAAAAA:5JaQzmmPrVOPRYsp3JsrJwcuZYZ86O16b1sYnFlwOvKKZj-aGAspYS-kneUS5rlERvzwOATvKD0,9
128,"Ali, A Jalil, J Niu, X Zhao, S Rathore, J Ahmed…",Visual object tracking—classical and contemporary approaches,47,2016,https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/content/pdf/10.1007/s11704-015-4246-3.pdf&casa_token=8-vtLIAH7toAAAAA:ByBTFwIrTlFwZ8nb3ON5Kp57JWYEGGpwKASvud0fk7NBTNqkRECvQLQybITahDWUJe2nJzTJ1a8I3cQYoLI,8
310,"Liu, A Papakonstantinou, H Wang…",Real-time object tracking system on FPGAs,47,2011,https://ieeexplore.ieee.org/abstract/document/6031557/?casa_token=8U32Oqyia5AAAAAA:VTuXztI17mU35YPKRtuEIKkDWnGwkTtfajGwZGS3Y1Zad3pX6cYT53Dqtp9V05eNUxMVpA9d-IA,4
329,"Zhai, L Chen, G Mori…",Deep learning of appearance models for online object tracking,46,2018,http://openaccess.thecvf.com/content_eccv_2018_workshops/w24/html/Zhai_Deep_Learning_of_Appearance_Models_for_Online_Object_Tracking_ECCVW_2018_paper.html,12
306,"Xu, ZH Feng, XJ Wu, J Kittler",Joint group feature selection and discriminative filter learning for robust visual object tracking,46,2019,http://openaccess.thecvf.com/content_ICCV_2019/html/Xu_Joint_Group_Feature_Selection_and_Discriminative_Filter_Learning_for_Robust_ICCV_2019_paper.html,15
184,"Karunasekera, H Wang, H Zhang","Multiple object tracking with attention to appearance, structure, motion and size",46,2019,https://ieeexplore.ieee.org/abstract/document/8782450/,15
213,"Ma, H Hu, J Shen, Y Liu…",Generalized pooling for robust object tracking,45,2016,https://ieeexplore.ieee.org/abstract/document/7505944/?casa_token=9VMpVMjPxUsAAAAA:FZpGrqP736hSJGLTnUDJd8_UOUk4W1K7toaKosenINEl0IHT8G7_0gSPdeMwCRWUjWYNmXf5zUw,8
92,"Zhang, H Zhou, S Sun, Z Wang…",Robust multi-modality multi-object tracking,45,2019,http://openaccess.thecvf.com/content_ICCV_2019/html/Zhang_Robust_Multi-Modality_Multi-Object_Tracking_ICCV_2019_paper.html,15
314,"Chen, L Cao, X Chen…",An equalized global graph model-based approach for multicamera object tracking,45,2016,https://ieeexplore.ieee.org/abstract/document/7508485/?casa_token=4RmjDgYbTDoAAAAA:z_XZzlBk7pV3IBkaTSLLFK2QdJvqdQPyA3MyqKd4bX4Q-XMqu3bgf4M9fhCohXhGvomrJxZlEPc,8
190,"Wüthrich, P Pastor, M Kalakrishnan…",Probabilistic object tracking using a range camera,45,2013,https://ieeexplore.ieee.org/abstract/document/6696810/?casa_token=3E4sChGxPAUAAAAA:lu5v1f7MB-jxi8A_AS8wPpAV73HCvEXDu8oGnV5FxxAiJRZvuLUW7P2juSE6hy7gq_xTRF2E_5g,5
330," Ahmad, JK Murphy, PM Langdon…",Bayesian intent prediction in object tracking using bridging distributions,45,2016,https://ieeexplore.ieee.org/abstract/document/7765149/?casa_token=nF_RtOeILyUAAAAA:2mjxfX14YyvL1_ZpBWmkEvc8LMNGCH2slOVaKmtnqhnqqFZ_H_RnNdicQKnVD5QpbcnxmPe3WIc,8
250,"Zhang, Z Li, A Perina, A Del Bue…",Adaptive local movement modeling for robust object tracking,44,2016,https://ieeexplore.ieee.org/abstract/document/7430299/?casa_token=-9od-sGJRcwAAAAA:StCdsHAUMYRg4CTZP-Nax9ts2w32BjhgRWXp9z2pHwtK2lMmO3AHE3d3ApN4YHMTD_rRfiqazjk,7
297,"Yang, M Baum, K Granström",Metrics for performance evaluation of elliptic extended object tracking methods,44,2016,https://ieeexplore.ieee.org/abstract/document/7849541/?casa_token=knXpR7qqxYsAAAAA:rnItyDZIKfm15IjYlzdtRYDT13RWS0e4G1_JW6CYah38eo1yMr3W1dm0ucbJifwx83XEgtsj_ns,7
246,"Teng, J Xing, Q Wang, C Lang…",Robust object tracking based on temporal and spatial deep networks,44,2017,http://openaccess.thecvf.com/content_iccv_2017/html/Teng_Robust_Object_Tracking_ICCV_2017_paper.html,9
324,"Chen, Y Dang, R Liang, W Zhu…",Real-time object tracking on a drone with multi-inertial sensing data,43,2017,https://ieeexplore.ieee.org/abstract/document/8054712/?casa_token=pnkCLFC4K2IAAAAA:-xdHlup7zVzmZDpcXgC1DGigZVRe_f3PO3ezyv86rGBo878PhUd_YAd9LTGGapC1dm8B_-b4DiI,9
273,"Shen, X Tang, X Dong, L Shao",Visual object tracking by hierarchical attention siamese network,41,2019,https://ieeexplore.ieee.org/abstract/document/8835075/?casa_token=MADUhD5fI-0AAAAA:Fc6uweNHj1YJdfcW9K8DKuH-TW5ycyYGqA5WB2d6vV3pKGNfPDIy1ly5sESHBsoq-EkRkxpIlps,14
300,"Wen, D Du, Z Cai, Z Lei, M Chang, H Qi…",DETRAC: A new benchmark and protocol for multi-object tracking,39,2015,https://www.researchgate.net/profile/Longyin_Wen/publication/283986610_UA-DETRAC_A_new_benchmark_and_protocol_for_multi-object_detection_and_tracking/links/564ccf3b08ae1ef9296a441c/UA-DETRAC-A-new-benchmark-and-protocol-for-multi-object-detection-and-tracking.pdf,6
295,"Maksai, P Fua",Eliminating exposure bias and metric mismatch in multiple object tracking,38,2019,http://openaccess.thecvf.com/content_CVPR_2019/html/Maksai_Eliminating_Exposure_Bias_and_Metric_Mismatch_in_Multiple_Object_Tracking_CVPR_2019_paper.html,13
230,"Fiaz, A Mahmood, S Javed, SK Jung",Handcrafted and deep trackers: Recent visual object tracking approaches and trends,38,2019,https://dl.acm.org/doi/abs/10.1145/3309665,13
270," Ray, MU Chowdhury…",Secure object tracking protocol for the Internet of Things,38,2016,https://ieeexplore.ieee.org/abstract/document/7478626/?casa_token=1HTQPV14bDEAAAAA:RjNTkp28tjGwVVKy-boF-H7pqHUjr7ZeJtd7fGSi4rrinvfJi_17ru8-GPipPJaRrhnkStg4EuA,6
290,"Yuan, H Yang, Y Fang, W Lin",Visual object tracking by structure complexity coefficients,37,2015,https://ieeexplore.ieee.org/abstract/document/7117428/?casa_token=5A55JOPZVsEAAAAA:mtbV-P3t1NpZg0igtz86_ANaJNrIjkTqs1lW1ZvBIUdWlHj3txS0k2LhPUolKdWcrVMI5R67Phs,5
101,"Brasó, L Lea",Learning a neural solver for multiple object tracking,37,2020,http://openaccess.thecvf.com/content_CVPR_2020/html/Braso_Learning_a_Neural_Solver_for_Multiple_Object_Tracking_CVPR_2020_paper.html,18
120,"Chiani, A Giorgetti, E Paolini",Sensor radar for object tracking,37,2018,https://ieeexplore.ieee.org/abstract/document/8365918/?casa_token=t3nc-T16c4UAAAAA:75ZPs6IVT6py-0kzlpG7KsX535x4e4E6tc61FrRdhLSJBe91H0KS_o2wiO7cPDw1OnRPB5Ae1c4,9
313,"Seol, EK Lee, W Kim",Indoor mobile object tracking using RFID,37,2017,https://www.sciencedirect.com/science/article/pii/S0167739X16302552?casa_token=9S17yhm41LwAAAAA:3A-d9ATw0wQU3XTQQroobA2gRl9RiGSp9MgnAIMgfkuIMoFtBkViCQqnSD_0YOtrLR30N9GSnYw,7
251,"Ošep, A Hermans, F Engelmann…",Multi-scale object candidates for generic object tracking in street scenes,37,2016,https://ieeexplore.ieee.org/abstract/document/7487487/?casa_token=RQdxFE2dc5YAAAAA:oNX0AnkeNSRK4L1EkuFfiyllUsc9Wt0sbIQBSCYcoqsjoVPJ-dEC_Y65A0ABqp1f6iMsvQU7KfY,6
95,"Beard, BT Vo, BN Vo",A solution for large-scale multi-object tracking,36,2020,https://ieeexplore.ieee.org/abstract/document/9063553/,18
91,"Fiaz, A Mahmood, SK Jung",Tracking noisy targets: A review of recent object tracking approaches,36,2018,https://arxiv.org/abs/1802.03098,9
271,"Ren, J Lu, Z Wang, Q Tian…",Collaborative deep reinforcement learning for multi-object tracking,35,2018,http://openaccess.thecvf.com/content_ECCV_2018/html/Liangliang_Ren_Collaborative_Deep_Reinforcement_ECCV_2018_paper.html,9
77,"Liang, Y Pang, C Liao, X Mei…",Adaptive objectness for object tracking,35,2016,https://ieeexplore.ieee.org/abstract/document/7457299/?casa_token=b7BZEkK1XnAAAAAA:7aO2yNWzvMXW3aduOe7Zirnld_BOJx3EZLk7zLxWNnibfv8YrZeow5atErLY7tliLfKkAr1wGFs,6
249,"Hu, B Ma, J Shen, L Shao",Manifold regularized correlation object tracking,34,2017,https://ieeexplore.ieee.org/abstract/document/7896655/?casa_token=WmKQcA2BzoQAAAAA:5Y3zE2Yuhzz4PVytZkeAlAMfbQc2WX2pFtlet-FmL1slj-Cxyn_sirvIIQr8Ri1fG7zy97m9sUQ,7
168,"Baser, V Balasubramanian…",Fantrack: 3d multi-object tracking with feature association network,33,2019,https://ieeexplore.ieee.org/abstract/document/8813779/?casa_token=xdgW7kaYVIUAAAAA:x9IpDYgOmCVFaCC6oStzpX6LvJDqCqGzp1VAnH4KIPEh8oUwJW3x73xCnaXYGHhOMElzB3KWF3s,11
228,"Damani, H Shah, K Shah, M Vala",Global positioning system for object tracking,33,2015,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.695.4736&rep=rep1&type=pdf,5
215,Murray,Real-time multiple object tracking-a study on the importance of speed,33,2017,https://arxiv.org/abs/1709.03572,7
179,"Lan, X Wang, S Zhang, D Tao, W Gao…",Interacting tracklets for multi-object tracking,33,2018,https://ieeexplore.ieee.org/abstract/document/8370670/?casa_token=CcyIyqCdixUAAAAA:b8JmBmNlnCnjD6atDOrwIa9Iq55PGOcOfCHw31Xa-NN9xWzj0Z8fvpogt5PCp5rJ6aBoM03la4k,8
267," Kim, JB Park, JH Shin…",Design and implementation of object tracking system based on LoRa,32,2017,https://ieeexplore.ieee.org/abstract/document/7899535/?casa_token=VkWHA5f0ygMAAAAA:ktPt4ivjB7-a9emytO4vVSyZZewYIDjKtCaABpDdM8UkGuFt6kJg-x12vG0-Eu6TBv6ORO6Uszc,6
202,"Fan, Z Wang, B Cail, C Tao, Z Zhang…",A survey on multiple object tracking algorithm,30,2016,https://ieeexplore.ieee.org/abstract/document/7832121/?casa_token=NssDY9hHvnsAAAAA:p6yaoLAnAtqgVatmYbGeujtX8lL7DFFmDwp37iBM4ad9n8GfoSLoE-DAA34ABRxFWM1E37PPnQI,5
239,"Llort, H Servat, J González…",On the usefulness of object tracking techniques in performance analysis,28,2013,https://ieeexplore.ieee.org/abstract/document/6877462/,3
186," Lu, PX Li, D Wang",Visual object tracking: a survey,28,2018,https://en.cnki.com.cn/Article_en/CJFDTotal-MSSB201801008.htm,7
163,"Lu, C Ma, B Ni, X Yang",Adaptive region proposal with channel regularization for robust object tracking,27,2019,https://ieeexplore.ieee.org/abstract/document/8853333/?casa_token=I_KF_rcQk3kAAAAA:DEU56pcZY7MKkhIH7xoPybyWtT317FG8noMIKzwhKcbD-BiyY1btTa8tsMoqcvoj9yi4wEjq1fM,9
98," Hadfield, R Bowden, K Lebeda",The visual object tracking VOT2016 challenge results,27,2016,https://openresearch.surrey.ac.uk/permalink/44SUR_INST/15d8lgh/alma99512576102346,4
275,"Liang, Y Wu, H Lu, L Wang, C Liao…",Planar object tracking in the wild: A benchmark,27,2018,https://ieeexplore.ieee.org/abstract/document/8461037/?casa_token=NvDeBh_KAXIAAAAA:VFHn1hWPY-j0rlEUEPfCV2t350F0SpG4gx-RDJNHRLkCPWvx5KlC7SA5bn3TMF0JhQjD8M8tIDg,7
229," Patel, A Mishra",Moving object tracking techniques: A critical review,26,2013,https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.374.9670&rep=rep1&type=pdf,3
241,"Moudgil, V Gandhi",Long-term visual object tracking benchmark,26,2017,https://arxiv.org/abs/1712.01358,5
217,"Sivanantham, NN Paul, RS Iyer",Object tracking algorithm implementation for security applications,26,2016,https://www.researchgate.net/profile/Sivanantham_S/publication/291074807_Object_tracking_algorithm_implementation_for_security_applications/links/569de13508ae950bd7a6b77d/Object-tracking-algorithm-implementation-for-security-applications.pdf,4
224,"Yuan, N Fan, Z He",Learning target-focusing convolutional regression model for visual object tracking,26,2020,https://www.sciencedirect.com/science/article/pii/S0950705120300320?casa_token=AQAb5tSGqfwAAAAA:lcz55Bz4OAzFNJ7tYIRpcDkKctS6poyiwx4Up4EexFQcyM2V04Jry3OQ-jFw0o1tVU1GM4Ep1Hc,13
296,"Lee, D Kim",Salient region-based online object tracking,25,2018,https://ieeexplore.ieee.org/abstract/document/8354237/?casa_token=cCy0ctuqSZ8AAAAA:FXFX7DwU9BXhWGuiemFppGtpQFrwNKGh3odzUT5CBkLz9XqsgnOfgf702NmwEs5d4bPOfnP3gxM,6
102,"Zhan, C Wang, X Wang, W Zeng, W Liu",A simple baseline for multi-object tracking,25,2020,https://arxiv.org/abs/2004.01888,12
242,"Wang, HK Galoogahi, CH Lin…",Deep-LK for efficient adaptive object tracking,22,2018,https://ieeexplore.ieee.org/abstract/document/8460815/?casa_token=2YS_Ad-RAgoAAAAA:Su_FY-akzmpO70qBBExnGIgJBa6hK9u3bpn4oFG9gfbYKJXqueV9yrmZ9zLy7CX9B7Y3SOQhvnw,6
308,"Lu, B Ni, C Ma, X Yang",Learning transform-aware attentive network for object tracking,21,2019,https://www.sciencedirect.com/science/article/pii/S0925231219302358?casa_token=UnjcVTqLO3cAAAAA:ZyQywrXH4jMOTrvOD2mN_zf7j9Ysa_CrosmVfOOyFZ6A9j-tEdmf4GsPme-m8hQEiBFD0dX0P-0,7
130,"Yuan, X Li, Z He, Q Liu, S Lu",Visual object tracking with adaptive structural convolutional network,21,2020,https://www.sciencedirect.com/science/article/pii/S0950705120300472?casa_token=Vgm6erazG90AAAAA:qVesSBeBhy80ESN6u95eCcsNLOEgwpqwFEZ-0v477_p1vIGM-pnRQRwoTAlxVhMKF55xJK5uRlk,10
312,"Moudgil, V Gandhi",Long-term visual object tracking benchmark,19,2018,https://link.springer.com/chapter/10.1007/978-3-030-20890-5_40,5
272,"Chen, H Ai, R Chen, Z Zhuang",Aggregate tracklet appearance features for multi-object tracking,19,2019,https://ieeexplore.ieee.org/abstract/document/8831410/?casa_token=vwjHnbcnhjAAAAAA:2OrNfCIio7zbbgAzbr_ZIf3HiglD879tTnChok_etw3cG7TOdPc0sDxTOnNsNc_eqOfBPHWEX0E,6
302,"Ramesh, S Zhang, ZW Lee, Z Gao, G Orchard…",Long-term object tracking with a moving event camera.,18,2018,http://bmvc2018.org/contents/papers/0814.pdf,4
235,"Porzi, M Hofinger, I Ruiz, J Serrat…",Learning multi-object tracking and segmentation from automatic annotations,14,2020,http://openaccess.thecvf.com/content_CVPR_2020/html/Porzi_Learning_Multi-Object_Tracking_and_Segmentation_From_Automatic_Annotations_CVPR_2020_paper.html,7
174,"Kristan, A Leonardis, J Matas, M Felsberg…",The eighth visual object tracking VOT2020 challenge results,3,2020,https://link.springer.com/chapter/10.1007/978-3-030-68238-5_39,2
309,Author not found,Could not catch title,0,0,"Look manually at: https://scholar.google.com/scholar?start=270&q=object+tracking&hl=en&as_sdt=0,5",0
320,Author not found,Could not catch title,0,0,"Look manually at: https://scholar.google.com/scholar?start=280&q=object+tracking&hl=en&as_sdt=0,5",0
166,Author not found,Could not catch title,0,0,"Look manually at: https://scholar.google.com/scholar?start=140&q=object+tracking&hl=en&as_sdt=0,5",0
298,Author not found,Could not catch title,0,0,"Look manually at: https://scholar.google.com/scholar?start=260&q=object+tracking&hl=en&as_sdt=0,5",0
287,Author not found,Could not catch title,0,0,"Look manually at: https://scholar.google.com/scholar?start=250&q=object+tracking&hl=en&as_sdt=0,5",0
5,Author not found,Could not catch title,0,0,"Look manually at: https://scholar.google.com/scholar?start=0&q=object+tracking&hl=en&as_sdt=0,5",0
12,Author not found,Could not catch title,0,0,"Look manually at: https://scholar.google.com/scholar?start=0&q=object+tracking&hl=en&as_sdt=0,5",0
23,Author not found,Could not catch title,0,0,"Look manually at: https://scholar.google.com/scholar?start=10&q=object+tracking&hl=en&as_sdt=0,5",0
34,Author not found,Could not catch title,0,0,"Look manually at: https://scholar.google.com/scholar?start=20&q=object+tracking&hl=en&as_sdt=0,5",0
45,Author not found,Could not catch title,0,0,"Look manually at: https://scholar.google.com/scholar?start=30&q=object+tracking&hl=en&as_sdt=0,5",0
56,Author not found,Could not catch title,0,0,"Look manually at: https://scholar.google.com/scholar?start=40&q=object+tracking&hl=en&as_sdt=0,5",0
